chr,pos,ensg,enst,ense,genID,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,n_exones_en_pos
chr2,47768911,ENSG00000181007,ENST00000392161,ENSE00001235663,ZFP82,90.909,209,16,3,783,991,3056,3261,6.490000000000001e-73,278.0,2
chr22,37529117,ENSG00000181007,ENST00000392161,ENSE00001235663,ZFP82,94.064,219,13,0,380,598,3043,3261,8.13e-90,333.0,2
chr14,21260117,ENSG00000181007,ENST00000392161,ENSE00001235663,ZFP82,92.893,197,14,0,569,765,3045,3241,8.31e-76,287.0,2
chr5,43541207,ENSG00000181007,ENST00000392161,ENSE00001235663,ZFP82,90.047,211,18,2,1,208,3259,3049,9.86e-71,270.0,2
chr3,174762375,ENSG00000181007,ENST00000392161,ENSE00001235663,ZFP82,91.324,219,18,1,2276,2493,3341,3123,1.27e-78,298.0,2
chrX,48672720,ENSG00000106261,ENST00000324306,ENSE00001433781,ZKSCAN1,90.0,210,21,0,1,210,5784,5993,2.0600000000000002e-71,272.0,2
chr11,8158765,ENSG00000189298,ENST00000377255,ENSE00001473281,ZKSCAN3,91.919,198,11,2,1132,1329,2461,2653,5.3e-71,272.0,2
chr6,97238860,ENSG00000172667,ENST00000432729,ENSE00001769194,ZMAT3,90.909,220,19,1,281,500,1207,1425,3.18e-78,294.0,2
chr9,42343511,ENSG00000172667,ENST00000311417,ENSE00001206631,ZMAT3,90.594,202,19,0,1,202,1309,1510,9.95e-70,268.0,2
chr12,118295133,ENSG00000263072,ENST00000576943,ENSE00004200658,ZNF213-AS1,91.327,196,16,1,1,195,73,268,1.39e-69,267.0,3
chr3,152893522,ENSG00000182986,ENST00000391781,ENSE00001326323,ZNF320,90.291,206,20,0,1,206,3536,3741,1.61e-70,270.0,2
chr10,96439188,ENSG00000182986,ENST00000391781,ENSE00001326323,ZNF320,90.547,201,17,2,7,206,3640,3441,5.98e-69,265.0,2
chr3,152893522,ENSG00000172006,ENST00000588534,ENSE00002742063,ZNF554,91.878,197,16,0,1,197,1611,1807,3.47e-72,276.0,2
chr3,174762375,ENSG00000172006,ENST00000588534,ENSE00002742063,ZNF554,90.868,219,19,1,2277,2494,1807,1589,5.92e-77,292.0,2
chr10,21659152,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,91.979,187,10,5,1040,1225,2160,1978,3.15e-66,257.0,2
chr11,5105715,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,91.667,204,16,1,1694,1897,2089,2291,1.2900000000000002e-73,281.0,2
chr5,82140209,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,95.192,208,9,1,1,207,2134,2341,6.81e-88,327.0,2
chr2,174087491,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,91.628,215,16,2,615,829,2066,1854,4.45e-78,296.0,2
chr13,51161125,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,90.698,215,18,2,1790,2004,2079,2291,1.08e-74,285.0,2
chr15,41383193,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,94.836,213,10,1,2,214,145,356,3.49e-89,331.0,2
chr13,20123480,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,91.163,215,16,3,2023,2237,145,356,8.77e-76,289.0,2
chr9,116840618,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,92.13,216,14,3,154,368,356,143,2.16e-80,302.0,2
chr6,51982182,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,91.111,180,14,2,1,180,1889,2066,2.23e-62,243.0,2
chr3,48212025,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,94.009,217,10,3,49,265,143,356,1.64e-87,326.0,2
chr5,181082737,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,91.509,212,14,4,552,760,304,94,2.32e-76,289.0,2
chr3,186982849,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,91.866,209,15,2,1912,2119,356,149,2.75e-76,291.0,2
chr3,8440256,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,91.981,212,16,1,49,260,2028,2238,8.980000000000001e-79,296.0,2
chr11,11926961,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,90.654,214,18,2,641,854,356,145,3.98e-74,283.0,2
chr10,49724223,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,90.244,205,19,1,1902,2106,2088,2291,3.92e-69,267.0,2
chr10,80627643,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,90.654,214,18,2,1910,2123,145,356,3.93e-74,283.0,2
chrX,147992458,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,90.141,213,16,2,572,779,2472,2260,2.37e-71,272.0,2
chr5,79130726,ENSG00000232098,ENST00000593393,ENSE00003111708,ZNF584-DT,90.698,215,16,4,1693,1905,1854,2066,3.5999999999999995e-74,283.0,2
chr7,130591387,ENSG00000232098,ENST00000444227,ENSE00001754762,ZNF584-DT,93.333,180,12,0,2,181,177,356,8.810000000000001e-70,267.0,2
chr3,48499782,ENSG00000176593,ENST00000313957,ENSE00001414254,ZNF606-AS1,90.187,214,17,4,447,660,687,896,1.5500000000000002e-72,276.0,4
chr7,105511135,ENSG00000188295,ENST00000448299,ENSE00003576091,ZNF669,90.256,195,18,1,1,195,1231,1038,7.51e-66,254.0,2
chr9,125265636,ENSG00000197128,ENST00000427512,ENSE00003623554,ZNF772,91.244,217,17,2,622,837,4050,4265,5.42e-78,294.0,2
chr12,118295133,ENSG00000198556,ENST00000483089,ENSE00001904540,ZNF789,91.237,194,16,1,2,194,1892,2085,1.7999999999999994e-68,263.0,2
chr14,21260117,ENSG00000173875,ENST00000446165,ENSE00001804125,ZNF791,91.919,198,16,0,569,766,1882,2079,5.000000000000001e-73,278.0,2
chr6,97238860,ENSG00000173875,ENST00000343325,ENSE00001402263,ZNF791,90.868,219,19,1,282,500,5095,5312,1.14e-77,292.0,2
chr7,105511135,ENSG00000188227,ENST00000627814,ENSE00003769255,ZNF793,90.05,201,15,2,1,197,1120,1319,2.09e-66,255.0,3
chr2,128082398,ENSG00000188227,ENST00000445217,ENSE00001700417,ZNF793,92.308,195,10,2,784,974,1016,1209,2.97e-71,272.0,3
chr3,155814056,ENSG00000188227,ENST00000588578,ENSE00002843432,ZNF793,90.741,216,15,2,1,211,1535,1750,1.1e-74,283.0,3
chr10,21659152,ENSG00000257253,ENST00000797294,ENSE00004183815,,94.495,218,12,0,3132,3349,218,1,3.9299999999999995e-90,337.0,3
chr10,21659152,ENSG00000305656,ENST00000812256,ENSE00004211088,,94.054,185,10,1,3249,3433,184,1,6.710000000000001e-73,279.0,2
chr10,3041561,ENSG00000257253,ENST00000797294,ENSE00004183815,,94.495,218,12,0,319,536,1,218,1.94e-90,337.0,3
chr10,3041561,ENSG00000305656,ENST00000812256,ENSE00004211088,,94.054,185,10,1,235,419,1,184,3.3200000000000004e-73,279.0,2
chr10,38956087,ENSG00000288771,ENST00000814951,ENSE00004216425,,90.374,187,18,0,7,193,459,273,2.42e-63,246.0,3
chr10,43423146,ENSG00000257253,ENST00000797294,ENSE00004183815,,90.826,218,20,0,90,307,1,218,4.5200000000000005e-77,292.0,2
chr10,43423146,ENSG00000305656,ENST00000812253;ENST00000812254;ENST00000812255,ENSE00004211081,,91.579,190,15,1,1,190,114,302,1.27e-67,261.0,2
chr10,49724223,ENSG00000257253,ENST00000797294,ENSE00004183815,,90.826,218,20,0,652,869,1,218,6.4600000000000006e-77,292.0,2
chr10,80627643,ENSG00000257253,ENST00000797294,ENSE00004183815,,90.826,218,20,0,667,884,1,218,6.52e-77,292.0,2
chr10,96439188,ENSG00000291154,ENST00000828526,ENSE00004241248,,90.431,209,20,0,4,212,803,595,2.76e-72,276.0,3
chr11,112213885,ENSG00000290427,ENST00000600751,ENSE00003147241,,97.235,217,6,0,926,1142,600,816,4.9e-100,368.0,2
chr11,112213885,ENSG00000289511,ENST00000721972,ENSE00004042138,,98.413,189,3,0,1101,1289,1571,1383,1.79e-89,333.0,3
chr11,112213885,ENSG00000227706,ENST00000652869,ENSE00003886112,,97.861,187,4,0,1103,1289,991,805,1.0800000000000001e-86,324.0,3
chr11,114842974,ENSG00000270460,ENST00000737371,ENSE00004071597,,96.296,189,7,0,353,541,189,1,1.1299999999999999e-82,311.0,2
chr11,125589067,ENSG00000257253,ENST00000797294,ENSE00004183815,,96.33,218,8,0,1861,2078,218,1,6.49e-97,359.0,3
chr11,125589067,ENSG00000305656,ENST00000812259,ENSE00004211080,,94.18,189,11,0,1901,2089,189,1,8.63e-76,289.0,2
chr11,33648576,ENSG00000288771,ENST00000814951,ENSE00004216425,,92.105,190,15,0,17,206,460,271,6.650000000000001e-70,268.0,3
chr11,47893202,ENSG00000258711,ENST00000553648,ENSE00004219242,,94.366,213,12,0,1,213,4122,4334,2.74e-87,327.0,3
chr11,5105715,ENSG00000257253,ENST00000797294,ENSE00004183815,,90.826,218,20,0,667,884,1,218,5.95e-77,292.0,2
chr11,66394633,ENSG00000257253,ENST00000797294,ENSE00004183815,,90.826,218,20,0,730,947,1,218,6.44e-77,292.0,2
chr11,8158765,ENSG00000287781,ENST00000842942;ENST00000668993,ENSE00004268533,,93.103,203,9,3,1132,1329,866,664,4.0700000000000005e-77,292.0,2
chr11,8158765,ENSG00000288768,ENST00000748648;ENST00000748649;ENST00000748657,ENSE00004091662,,93.434,198,8,5,1136,1329,310,114,5.26e-76,289.0,2
chr11,8158765,ENSG00000305505,ENST00000811385;ENST00000811387,ENSE00004209268,,92.67,191,11,1,1142,1329,304,114,5.3e-71,272.0,3
chr11,8158765,ENSG00000304069,ENST00000799390,ENSE00004187859,,91.176,204,12,5,1129,1329,506,306,5.3e-71,272.0,2
chr11,8158765,ENSG00000294018,ENST00000720592,ENSE00004039480,,91.089,202,14,3,1132,1329,315,114,1.91e-70,270.0,2
chr11,8158765,ENSG00000300229,ENST00000770255;ENST00000770256,ENSE00004132090,,90.732,205,13,5,1129,1329,601,399,6.86e-70,268.0,3
chr11,82161600,ENSG00000309162,ENST00000839180,ENSE00004261132,,93.301,209,11,3,85,291,754,961,3.39e-81,305.0,2
chr12,118295133,ENSG00000286084,ENST00000650898,ENSE00003851163,,91.748,206,15,2,1,205,2487,2283,3.84e-75,285.0,3
chr12,118295133,ENSG00000230615,ENST00000693417,ENSE00004256250,,91.753,194,15,1,2,194,418,225,3.8700000000000005e-70,268.0,5
chr12,118295133,ENSG00000283175,ENST00000636210,ENSE00004273787,,90.955,199,16,2,1,197,1359,1557,1.39e-69,267.0,2
chr12,118295133,ENSG00000286496,ENST00000812027,ENSE00004210598,,91.327,196,14,3,2,195,71,265,5.01e-69,265.0,2
chr12,118295133,ENSG00000267737,ENST00000823931,ENSE00004232692,,90.909,198,17,1,1,197,458,261,5.01e-69,265.0,4
chr12,118295133,ENSG00000263011,ENST00000806760,ENSE00004200130,,91.282,195,16,1,2,195,50,244,5.01e-69,265.0,2
chr12,118295133,ENSG00000283380,ENST00000847919,ENSE00004276997,,91.237,194,16,1,2,194,71,264,1.7999999999999994e-68,263.0,2
chr12,118295133,ENSG00000214770,ENST00000648279,ENSE00003833453,,91.237,194,16,1,2,194,570,763,1.7999999999999994e-68,263.0,2
chr12,118295133,ENSG00000290036,ENST00000842622,ENSE00004267907,,90.816,196,16,2,4,197,198,3,6.4799999999999986e-68,261.0,2
chr12,118295133,ENSG00000299569,ENST00000764679,ENSE00004121803,,90.769,195,17,1,2,195,75,269,2.3299999999999997e-67,259.0,2
chr12,118295133,ENSG00000291125,ENST00000779588,ENSE00004150171,,90.355,197,18,1,1,196,377,573,8.38e-67,257.0,3
chr12,118295133,ENSG00000306287,ENST00000816783,ENSE00004219897,,90.306,196,17,2,2,195,240,45,3.01e-66,255.0,3
chr12,118295133,ENSG00000308453,ENST00000834159,ENSE00004251433,,90.306,196,18,1,1,195,220,25,3.01e-66,255.0,2
chr12,118295133,ENSG00000304745,ENST00000806064;ENST00000806065;ENST00000806066;ENST00000806068;ENST00000806069;ENST00000806070;ENST00000806072,ENSE00004198777,,90.306,196,17,2,1,195,441,635,3.01e-66,255.0,11
chr12,118295133,ENSG00000304231,ENST00000801189,ENSE00004190594,,90.256,195,18,1,1,194,205,11,1.08e-65,254.0,2
chr12,118295133,ENSG00000291066,ENST00000786239;ENST00000786235,ENSE00004162771,,90.256,195,17,2,2,194,74,268,1.08e-65,254.0,2
chr12,131871548,ENSG00000290437,ENST00000672053,ENSE00004212147,,92.273,220,14,2,580,796,340,559,1.8499999999999998e-82,309.0,2
chr12,131871548,ENSG00000230303,ENST00000665432,ENSE00003873587,,92.237,219,14,2,581,796,864,646,6.64e-82,307.0,2
chr12,131871548,ENSG00000309250,ENST00000839811,ENSE00004262451,,92.344,209,15,1,589,796,107,315,1.44e-78,296.0,2
chr12,131871548,ENSG00000291154,ENST00000828487,ENSE00004241170,,90.741,216,18,2,582,796,125,339,8.65e-76,287.0,3
chr12,131871548,ENSG00000254746,ENST00000654281,ENSE00003876855,,90.367,218,20,1,580,796,1284,1067,3.11e-75,285.0,3
chr12,131871548,ENSG00000295624,ENST00000731377,ENSE00004060750,,91.304,207,16,2,586,790,217,423,4.03e-74,281.0,2
chr12,131871548,ENSG00000300114,ENST00000769023,ENSE00004129838,,90.654,214,17,3,581,791,280,67,4.03e-74,281.0,4
chr12,131871548,ENSG00000308962,ENST00000837512,ENSE00004258017,,90.05,201,17,2,593,791,140,339,6.79e-67,257.0,2
chr12,14170514,ENSG00000257253,ENST00000797294,ENSE00004183815,,95.413,218,10,0,659,876,1,218,1.33e-93,348.0,3
chr12,14170514,ENSG00000305656,ENST00000812256,ENSE00004211088,,93.514,185,11,1,575,759,1,184,2.29e-71,274.0,2
chr12,49611687,ENSG00000290437,ENST00000672053,ENSE00004212147,,94.652,187,8,1,1,185,450,636,2.25e-76,289.0,2
chr12,49611687,ENSG00000272892,ENST00000743596,ENSE00004082106,,90.86,186,16,1,1,185,610,795,3.8100000000000005e-64,248.0,2
chr12,6893315,ENSG00000230303,ENST00000665432,ENSE00003873587,,91.623,191,14,1,667,855,857,667,2.45e-68,263.0,2
chr12,9403170,ENSG00000308602,ENST00000835289;ENST00000835290,ENSE00004253682,,91.284,218,15,4,356,571,218,3,7.03e-78,294.0,2
chr13,35751189,ENSG00000257253,ENST00000797294,ENSE00004183815,,94.037,218,13,0,1624,1841,218,1,1.0800000000000001e-88,331.0,3
chr13,35751189,ENSG00000305656,ENST00000812256,ENSE00004211088,,94.054,185,10,1,1741,1925,184,1,3.9600000000000004e-73,279.0,2
chr13,53965792,ENSG00000257253,ENST00000797294,ENSE00004183815,,94.495,218,12,0,2087,2304,218,1,2.8599999999999998e-90,337.0,3
chr13,53965792,ENSG00000305656,ENST00000812256,ENSE00004211088,,94.595,185,9,1,2204,2388,184,1,1.05e-74,285.0,2
chr13,66146976,ENSG00000250920,ENST00000656698,ENSE00003878035,,94.712,208,9,1,885,1090,208,1,3.68e-86,322.0,2
chr13,66146976,ENSG00000300866,ENST00000774659,ENSE00004140784,,93.069,202,11,3,894,1093,377,177,2.89e-77,292.0,4
chr13,66146976,ENSG00000254443,ENST00000833633,ENSE00004250406,,92.574,202,13,1,894,1093,385,184,3.73e-76,289.0,3
chr13,66146976,ENSG00000301471,ENST00000779054,ENSE00004149112,,91.667,204,15,2,892,1093,314,111,6.25e-74,281.0,4
chr13,66146976,ENSG00000289356,ENST00000685669;ENST00000801373,ENSE00004190917,,92.268,194,10,4,892,1080,397,204,1.35e-70,270.0,2
chr13,66146976,ENSG00000296390,ENST00000738729;ENST00000738730,ENSE00004074146,,91.0,200,16,2,894,1091,382,183,4.8700000000000003e-70,268.0,2
chr13,66146976,ENSG00000289308,ENST00000693254,ENSE00004163234,,90.206,194,14,4,892,1080,458,265,6.34e-64,248.0,2
chr13,81793562,ENSG00000257253,ENST00000797294,ENSE00004183815,,95.872,218,9,0,1539,1756,218,1,2.6e-95,353.0,3
chr13,81793562,ENSG00000305656,ENST00000812259,ENSE00004211080,,93.651,189,12,0,1579,1767,189,1,3.46e-74,283.0,2
chr14,100957286,ENSG00000232748,ENST00000417110,ENSE00001664577,,90.338,207,17,3,1197,1403,878,675,8.62e-70,268.0,2
chr14,20707961,ENSG00000257253,ENST00000797294,ENSE00004183815,,94.037,218,13,0,1198,1415,218,1,1.17e-88,331.0,3
chr14,20707961,ENSG00000305656,ENST00000812259,ENSE00004211080,,92.593,189,14,0,1238,1426,189,1,7.18e-71,272.0,2
chr14,21260117,ENSG00000274253,ENST00000716901,ENSE00004031053,,94.898,196,9,1,572,766,269,74,2.29e-81,305.0,2
chr14,21260117,ENSG00000266830,ENST00000579045,ENSE00004250811,,93.401,197,13,0,569,765,104,300,1.79e-77,292.0,5
chr14,21260117,ENSG00000230303,ENST00000665432,ENSE00003873587,,93.434,198,11,1,569,764,863,666,1.79e-77,292.0,2
chr14,21260117,ENSG00000308554,ENST00000835024,ENSE00004253036,,94.681,188,10,0,577,764,189,2,1.79e-77,292.0,2
chr14,21260117,ENSG00000293141,ENST00000823543,ENSE00004231966,,93.299,194,13,0,572,765,274,81,8.31e-76,287.0,2
chr14,21260117,ENSG00000294687,ENST00000725234,ENSE00004048635,,92.893,197,14,0,569,765,588,392,8.31e-76,287.0,2
chr14,21260117,ENSG00000309012,ENST00000837830,ENSE00004258622,,92.893,197,11,1,569,762,131,327,1.07e-74,283.0,2
chr14,21260117,ENSG00000294900,ENST00000726610,ENSE00004051319,,93.651,189,12,0,578,766,267,79,1.07e-74,283.0,2
chr14,21260117,ENSG00000290437,ENST00000672053,ENSE00004212147,,92.462,199,13,1,569,765,342,540,1.07e-74,283.0,2
chr14,21260117,ENSG00000268536,ENST00000766953;ENST00000766954,ENSE00004126077,,93.617,188,12,0,578,765,261,74,3.8599999999999995e-74,281.0,2
chr14,21260117,ENSG00000229618,ENST00000638774,ENSE00003811269,,92.386,197,15,0,569,765,277,81,3.8599999999999995e-74,281.0,2
chr14,21260117,ENSG00000291154,ENST00000828526,ENSE00004241248,,92.386,197,15,0,569,765,597,793,3.8599999999999995e-74,281.0,2
chr14,21260117,ENSG00000289405,ENST00000773981,ENSE00004139506,,92.821,195,13,1,572,765,208,14,3.8599999999999995e-74,281.0,2
chr14,21260117,ENSG00000305528,ENST00000811551,ENSE00004209585,,92.347,196,15,0,569,764,249,54,1.3900000000000002e-73,279.0,2
chr14,21260117,ENSG00000226266,ENST00000849516;ENST00000849517,ENSE00004280108,,92.308,195,15,0,568,762,388,582,5.000000000000001e-73,278.0,2
chr14,21260117,ENSG00000296430,ENST00000739622,ENSE00004074973,,91.878,197,16,0,569,765,273,77,1.8e-72,276.0,7
chr14,68356234,ENSG00000230303,ENST00000665432,ENSE00003873587,,90.0,220,19,2,1,220,778,562,2.7199999999999997e-74,281.0,2
chr14,68356234,ENSG00000293141,ENST00000823543,ENSE00004231966,,91.282,195,14,2,1,195,194,3,9.87e-69,263.0,2
chr14,80488210,ENSG00000303114,ENST00000791895,ENSE00004173372,,92.273,220,16,1,1673,1891,2,221,1.24e-82,311.0,2
chr14,81320429,ENSG00000257253,ENST00000797294,ENSE00004183815,,92.202,218,17,0,1677,1894,218,1,6.36e-82,309.0,3
chr14,81320429,ENSG00000305656,ENST00000812256,ENSE00004211088,,91.892,185,14,1,1794,1978,184,1,2.3400000000000002e-66,257.0,2
chr14_GL000225v1_random,109472,ENSG00000300229,ENST00000770255;ENST00000770256,ENSE00004132090,,93.519,216,12,2,198,411,400,615,8.07e-86,320.0,3
chr14_GL000225v1_random,109472,ENSG00000286415,ENST00000669243,ENSE00003885623,,94.0,200,9,2,198,397,904,1100,1.0500000000000001e-79,300.0,2
chr14_GL000225v1_random,109472,ENSG00000227706,ENST00000662821,ENSE00003884526,,93.617,188,12,0,198,385,704,517,3.81e-74,281.0,4
chr15,23498414,ENSG00000286415,ENST00000669243,ENSE00003885623,,96.078,204,8,0,585,788,690,893,1.08e-89,333.0,2
chr15,23498414,ENSG00000297224,ENST00000746321,ENSE00004087127,,93.651,189,12,0,556,744,593,781,1.11e-74,283.0,2
chr15,33894705,ENSG00000292994,ENST00000424587,ENSE00001785078,,90.0,180,16,2,623,800,709,530,4.130000000000001e-59,231.0,2
chr15,34376058,ENSG00000293659,ENST00000747852;ENST00000747853;ENST00000747854,ENSE00004090140,,92.273,220,14,3,177,395,215,432,1.24e-81,309.0,3
chr15,63082393,ENSG00000284294,ENST00000714325,ENSE00003802171,,97.97,197,3,1,7,203,197,2,8.03e-92,340.0,2
chr15,74216609,ENSG00000293258,ENST00000602791,ENSE00003412842,,90.783,217,18,1,1,215,1051,1267,5.65e-76,289.0,2
chr15,74216609,ENSG00000294231,ENST00000722046;ENST00000722045,ENSE00004042278,,90.0,220,19,3,1,218,29,247,9.46e-74,281.0,3
chr15,74216609,ENSG00000308362,ENST00000833575,ENSE00004250297,,90.0,220,19,3,1,218,29,247,9.46e-74,281.0,2
chr15,74216609,ENSG00000283380,ENST00000847919,ENSE00004276997,,90.323,217,17,3,1,215,50,264,9.46e-74,281.0,2
chr16,433137,ENSG00000286679,ENST00000668854,ENSE00003888251,,90.769,195,17,1,1,194,1707,1513,1.73e-67,259.0,12
chr16,74811108,ENSG00000257253,ENST00000797294,ENSE00004183815,,91.743,218,18,0,376,593,1,218,3.1e-80,303.0,3
chr16,74811108,ENSG00000305656,ENST00000812256,ENSE00004211088,,92.432,185,13,1,292,476,1,184,5.26e-68,263.0,2
chr16,76022884,ENSG00000305204,ENST00000809561,ENSE00004205468,,92.661,218,12,3,4328,4545,77,290,5.1299999999999994e-82,311.0,2
chr17,21790569,ENSG00000288771,ENST00000814951,ENSE00004216425,,90.71,183,17,0,1118,1300,273,455,8.7e-63,244.0,3
chr17,5055894,ENSG00000257253,ENST00000797294,ENSE00004183815,,95.872,218,9,0,1599,1816,218,1,2.5799999999999997e-95,353.0,3
chr17,5055894,ENSG00000305656,ENST00000812259,ENSE00004211080,,93.651,189,12,0,1639,1827,189,1,3.44e-74,283.0,2
chr17,75194495,ENSG00000308234,ENST00000832703,ENSE00004248448,,91.133,203,16,2,433,633,1255,1053,5.300000000000003e-72,274.0,2
chr17,75194495,ENSG00000290437,ENST00000672053,ENSE00004212147,,90.64,203,17,2,433,633,596,394,2.4700000000000002e-70,268.0,2
chr17,75194495,ENSG00000302038,ENST00000783547,ENSE00004157688,,90.547,201,17,1,433,633,885,687,3.1899999999999996e-69,265.0,2
chr17,76073501,ENSG00000310107,ENST00000847252,ENSE00004275823,,91.204,216,16,3,3213,3428,948,736,2.94e-76,291.0,2
chr17_KI270729v1_random,178882,ENSG00000288771,ENST00000814951,ENSE00004216425,,90.374,187,18,0,7,193,459,273,2.41e-63,246.0,3
chr18,49810930,ENSG00000257253,ENST00000797294,ENSE00004183815,,95.872,218,9,0,657,874,1,218,2.8399999999999998e-95,353.0,3
chr18,49810930,ENSG00000305656,ENST00000812259,ENSE00004211080,,93.651,189,12,0,646,834,1,189,3.78e-74,283.0,2
chr19,1327912,ENSG00000291154,ENST00000828526,ENSE00004241248,,93.103,203,13,1,2,204,797,596,1.18e-78,296.0,3
chr19,1327912,ENSG00000230303,ENST00000665432,ENSE00003873587,,92.0,200,13,2,9,206,668,866,4.28e-73,278.0,2
chr19,1327912,ENSG00000296451,ENST00000739696,ENSE00004075121,,91.371,197,16,1,9,205,476,281,2.58e-70,268.0,2
chr19,23828483,ENSG00000257253,ENST00000797294,ENSE00004183815,,93.119,218,15,0,359,576,1,218,1.69e-85,320.0,3
chr19,23828483,ENSG00000305656,ENST00000812256,ENSE00004211088,,91.892,185,14,1,275,459,1,184,1.3400000000000002e-66,257.0,2
chr19,23845119,ENSG00000257253,ENST00000797294,ENSE00004183815,,92.202,218,17,0,1586,1803,218,1,5.72e-82,309.0,3
chr19,23845119,ENSG00000305656,ENST00000812256,ENSE00004211088,,91.892,185,14,1,1703,1887,184,1,2.1e-66,257.0,2
chr19,23850375,ENSG00000297093,ENST00000745359,ENSE00004085198,,98.438,192,2,1,928,1118,192,1,1.23e-90,337.0,2
chr19,27867848,ENSG00000289511,ENST00000721972,ENSE00004042138,,98.077,208,4,0,15,222,1364,1571,1.2999999999999999e-98,363.0,3
chr19,27867848,ENSG00000290427,ENST00000600751,ENSE00003147241,,96.774,217,7,0,181,397,816,600,1.2999999999999999e-98,363.0,2
chr19,27867848,ENSG00000227706,ENST00000652869,ENSE00003886112,,97.573,206,5,0,15,220,786,991,7.83e-96,353.0,4
chr19,27867848,ENSG00000305893,ENST00000813835;ENST00000813837,ENSE00004214303,,95.61,205,9,0,15,219,1044,1248,1.3200000000000001e-88,329.0,2
chr19,27867848,ENSG00000298004,ENST00000752433,ENSE00004098513,,95.192,208,10,0,15,222,837,1044,1.3200000000000001e-88,329.0,3
chr19,27867848,ENSG00000310304,ENST00000848895,ENSE00004278826,,95.192,208,10,0,15,222,837,1044,1.3200000000000001e-88,329.0,3
chr19,27867848,ENSG00000288105,ENST00000656673,ENSE00003866004,,93.953,215,13,0,15,229,450,236,1.71e-87,326.0,3
chr19,27867848,ENSG00000306747,ENST00000820702,ENSE00004226863,,94.059,202,11,1,17,217,700,901,2.22e-81,305.0,2
chr19,27867848,ENSG00000274863,ENST00000816062;ENST00000816065,ENSE00004218409,,91.626,203,17,0,15,217,115,317,3.75e-74,281.0,6
chr19,27867848,ENSG00000304079,ENST00000799526,ENSE00004188136,,91.542,201,17,0,15,215,645,845,4.85e-73,278.0,3
chr19,27867848,ENSG00000279668,ENST00000636687,ENSE00003793704,,91.089,202,17,1,15,216,478,278,2.26e-71,272.0,4
chr19,38774746,ENSG00000309250,ENST00000839811,ENSE00004262451,,94.037,218,10,1,311,528,119,333,5.62e-88,327.0,2
chr19,38774746,ENSG00000295624,ENST00000731377,ENSE00004060750,,93.607,219,12,1,316,534,237,453,2.02e-87,326.0,2
chr19,50493004,ENSG00000300387,ENST00000771265,ENSE00004134133,,90.052,191,17,2,1122,1311,898,709,2.44e-63,246.0,2
chr19,6916520,ENSG00000257253,ENST00000797294,ENSE00004183815,,95.872,218,9,0,1867,2084,218,1,3.03e-95,353.0,3
chr19,6916520,ENSG00000305656,ENST00000812259,ENSE00004211080,,93.651,189,12,0,1907,2095,189,1,4.03e-74,283.0,2
chr1,105571333,ENSG00000274863,ENST00000816062;ENST00000816065,ENSE00004218409,,91.943,211,17,0,316,526,107,317,4.14e-78,296.0,6
chr1,105571333,ENSG00000279668,ENST00000636687,ENSE00003793704,,91.429,210,17,1,316,525,486,278,2.49e-75,287.0,4
chr1,10971075,ENSG00000283175,ENST00000636210,ENSE00004273787,,91.371,197,15,1,1811,2005,1555,1359,8e-70,268.0,2
chr1,111259968,ENSG00000284294,ENST00000714325,ENSE00003802171,,97.449,196,5,0,8,203,196,1,3.72e-90,335.0,2
chr1,111797839,ENSG00000257253,ENST00000797294,ENSE00004183815,,94.954,218,11,0,1802,2019,218,1,5.66e-92,342.0,3
chr1,111797839,ENSG00000305656,ENST00000812259,ENSE00004211080,,92.593,189,14,0,1842,2030,189,1,7.53e-71,272.0,2
chr1,11770162,ENSG00000257253,ENST00000797294,ENSE00004183815,,92.273,220,15,1,1607,1826,218,1,1.38e-82,311.0,4
chr1,11770162,ENSG00000250348,ENST00000502589,ENSE00004159023,,92.079,202,14,2,1843,2044,530,331,3.02e-74,283.0,2
chr1,12847090,ENSG00000309162,ENST00000839180,ENSE00004261132,,93.81,210,11,2,45,254,754,961,2.45e-83,315.0,2
chr1,145403996,ENSG00000292227,ENST00000710278;ENST00000713540,ENSE00004010903,,98.605,215,3,0,4445,4659,215,1,3.13e-103,381.0,8
